source_dataset,file_id,raw_mask_path,standardized_mask_path,raw_mask_unique_values,standardized_mask_unique_values,standardization_status
G1020,image_1723,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1723.png,data/processed/standardized_masks/g1020/image_1723.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1724,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1724.png,data/processed/standardized_masks/g1020/image_1724.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1742,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1742.png,data/processed/standardized_masks/g1020/image_1742.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1745,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1745.png,data/processed/standardized_masks/g1020/image_1745.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1746,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1746.png,data/processed/standardized_masks/g1020/image_1746.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1747,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1747.png,data/processed/standardized_masks/g1020/image_1747.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1748,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1748.png,data/processed/standardized_masks/g1020/image_1748.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1759,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1759.png,data/processed/standardized_masks/g1020/image_1759.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1760,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1760.png,data/processed/standardized_masks/g1020/image_1760.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1765,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1765.png,data/processed/standardized_masks/g1020/image_1765.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1766,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1766.png,data/processed/standardized_masks/g1020/image_1766.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1767,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1767.png,data/processed/standardized_masks/g1020/image_1767.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1768,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1768.png,data/processed/standardized_masks/g1020/image_1768.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1786,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1786.png,data/processed/standardized_masks/g1020/image_1786.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1787,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1787.png,data/processed/standardized_masks/g1020/image_1787.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1788,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1788.png,data/processed/standardized_masks/g1020/image_1788.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1789,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1789.png,data/processed/standardized_masks/g1020/image_1789.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1790,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1790.png,data/processed/standardized_masks/g1020/image_1790.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1791,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1791.png,data/processed/standardized_masks/g1020/image_1791.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1796,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1796.png,data/processed/standardized_masks/g1020/image_1796.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1797,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1797.png,data/processed/standardized_masks/g1020/image_1797.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1798,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1798.png,data/processed/standardized_masks/g1020/image_1798.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1799,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1799.png,data/processed/standardized_masks/g1020/image_1799.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_18,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_18.png,data/processed/standardized_masks/g1020/image_18.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1824,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1824.png,data/processed/standardized_masks/g1020/image_1824.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1825,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1825.png,data/processed/standardized_masks/g1020/image_1825.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1842,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1842.png,data/processed/standardized_masks/g1020/image_1842.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1843,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1843.png,data/processed/standardized_masks/g1020/image_1843.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1844,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1844.png,data/processed/standardized_masks/g1020/image_1844.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1845,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1845.png,data/processed/standardized_masks/g1020/image_1845.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1847,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1847.png,data/processed/standardized_masks/g1020/image_1847.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1860,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1860.png,data/processed/standardized_masks/g1020/image_1860.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1861,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1861.png,data/processed/standardized_masks/g1020/image_1861.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1862,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1862.png,data/processed/standardized_masks/g1020/image_1862.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1865,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1865.png,data/processed/standardized_masks/g1020/image_1865.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1866,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1866.png,data/processed/standardized_masks/g1020/image_1866.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1874,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1874.png,data/processed/standardized_masks/g1020/image_1874.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1875,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1875.png,data/processed/standardized_masks/g1020/image_1875.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1876,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1876.png,data/processed/standardized_masks/g1020/image_1876.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1877,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1877.png,data/processed/standardized_masks/g1020/image_1877.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1892,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1892.png,data/processed/standardized_masks/g1020/image_1892.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1893,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1893.png,data/processed/standardized_masks/g1020/image_1893.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1894,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1894.png,data/processed/standardized_masks/g1020/image_1894.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1895,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1895.png,data/processed/standardized_masks/g1020/image_1895.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1896,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1896.png,data/processed/standardized_masks/g1020/image_1896.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1897,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1897.png,data/processed/standardized_masks/g1020/image_1897.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1898,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1898.png,data/processed/standardized_masks/g1020/image_1898.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1899,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1899.png,data/processed/standardized_masks/g1020/image_1899.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_19,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_19.png,data/processed/standardized_masks/g1020/image_19.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1901,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1901.png,data/processed/standardized_masks/g1020/image_1901.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1902,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1902.png,data/processed/standardized_masks/g1020/image_1902.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1903,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1903.png,data/processed/standardized_masks/g1020/image_1903.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1904,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1904.png,data/processed/standardized_masks/g1020/image_1904.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1912,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1912.png,data/processed/standardized_masks/g1020/image_1912.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1913,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1913.png,data/processed/standardized_masks/g1020/image_1913.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1914,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1914.png,data/processed/standardized_masks/g1020/image_1914.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1915,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1915.png,data/processed/standardized_masks/g1020/image_1915.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1916,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1916.png,data/processed/standardized_masks/g1020/image_1916.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1917,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1917.png,data/processed/standardized_masks/g1020/image_1917.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1922,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1922.png,data/processed/standardized_masks/g1020/image_1922.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1923,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1923.png,data/processed/standardized_masks/g1020/image_1923.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1924,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1924.png,data/processed/standardized_masks/g1020/image_1924.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1925,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1925.png,data/processed/standardized_masks/g1020/image_1925.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1926,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1926.png,data/processed/standardized_masks/g1020/image_1926.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1927,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1927.png,data/processed/standardized_masks/g1020/image_1927.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_193,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_193.png,data/processed/standardized_masks/g1020/image_193.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1931,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1931.png,data/processed/standardized_masks/g1020/image_1931.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1932,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1932.png,data/processed/standardized_masks/g1020/image_1932.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1933,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1933.png,data/processed/standardized_masks/g1020/image_1933.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1934,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1934.png,data/processed/standardized_masks/g1020/image_1934.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1935,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1935.png,data/processed/standardized_masks/g1020/image_1935.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1938,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1938.png,data/processed/standardized_masks/g1020/image_1938.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1939,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1939.png,data/processed/standardized_masks/g1020/image_1939.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_194,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_194.png,data/processed/standardized_masks/g1020/image_194.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1940,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1940.png,data/processed/standardized_masks/g1020/image_1940.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1941,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1941.png,data/processed/standardized_masks/g1020/image_1941.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1956,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1956.png,data/processed/standardized_masks/g1020/image_1956.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1957,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1957.png,data/processed/standardized_masks/g1020/image_1957.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1958,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1958.png,data/processed/standardized_masks/g1020/image_1958.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1959,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1959.png,data/processed/standardized_masks/g1020/image_1959.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1960,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1960.png,data/processed/standardized_masks/g1020/image_1960.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1961,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1961.png,data/processed/standardized_masks/g1020/image_1961.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1977,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1977.png,data/processed/standardized_masks/g1020/image_1977.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1978,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1978.png,data/processed/standardized_masks/g1020/image_1978.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1981,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1981.png,data/processed/standardized_masks/g1020/image_1981.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_1982,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1982.png,data/processed/standardized_masks/g1020/image_1982.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_199,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_199.png,data/processed/standardized_masks/g1020/image_199.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_1999,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_1999.png,data/processed/standardized_masks/g1020/image_1999.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_20,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_20.png,data/processed/standardized_masks/g1020/image_20.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_200,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_200.png,data/processed/standardized_masks/g1020/image_200.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2000,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2000.png,data/processed/standardized_masks/g1020/image_2000.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2001,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2001.png,data/processed/standardized_masks/g1020/image_2001.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2002,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2002.png,data/processed/standardized_masks/g1020/image_2002.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_201,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_201.png,data/processed/standardized_masks/g1020/image_201.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2019,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2019.png,data/processed/standardized_masks/g1020/image_2019.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_202,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_202.png,data/processed/standardized_masks/g1020/image_202.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2020,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2020.png,data/processed/standardized_masks/g1020/image_2020.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2022,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2022.png,data/processed/standardized_masks/g1020/image_2022.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2028,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2028.png,data/processed/standardized_masks/g1020/image_2028.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2030,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2030.png,data/processed/standardized_masks/g1020/image_2030.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2031,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2031.png,data/processed/standardized_masks/g1020/image_2031.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2032,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2032.png,data/processed/standardized_masks/g1020/image_2032.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2033,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2033.png,data/processed/standardized_masks/g1020/image_2033.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2034,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2034.png,data/processed/standardized_masks/g1020/image_2034.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2035,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2035.png,data/processed/standardized_masks/g1020/image_2035.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2036,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2036.png,data/processed/standardized_masks/g1020/image_2036.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2037,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2037.png,data/processed/standardized_masks/g1020/image_2037.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2039,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2039.png,data/processed/standardized_masks/g1020/image_2039.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2041,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2041.png,data/processed/standardized_masks/g1020/image_2041.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2042,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2042.png,data/processed/standardized_masks/g1020/image_2042.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2045,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2045.png,data/processed/standardized_masks/g1020/image_2045.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2046,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2046.png,data/processed/standardized_masks/g1020/image_2046.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2047,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2047.png,data/processed/standardized_masks/g1020/image_2047.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2048,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2048.png,data/processed/standardized_masks/g1020/image_2048.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2049,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2049.png,data/processed/standardized_masks/g1020/image_2049.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2050,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2050.png,data/processed/standardized_masks/g1020/image_2050.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2064,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2064.png,data/processed/standardized_masks/g1020/image_2064.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2065,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2065.png,data/processed/standardized_masks/g1020/image_2065.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2078,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2078.png,data/processed/standardized_masks/g1020/image_2078.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2084,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2084.png,data/processed/standardized_masks/g1020/image_2084.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2085,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2085.png,data/processed/standardized_masks/g1020/image_2085.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2097,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2097.png,data/processed/standardized_masks/g1020/image_2097.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_21,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_21.png,data/processed/standardized_masks/g1020/image_21.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2101,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2101.png,data/processed/standardized_masks/g1020/image_2101.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2102,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2102.png,data/processed/standardized_masks/g1020/image_2102.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2110,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2110.png,data/processed/standardized_masks/g1020/image_2110.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2111,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2111.png,data/processed/standardized_masks/g1020/image_2111.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2116,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2116.png,data/processed/standardized_masks/g1020/image_2116.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2117,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2117.png,data/processed/standardized_masks/g1020/image_2117.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2124,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2124.png,data/processed/standardized_masks/g1020/image_2124.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2125,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2125.png,data/processed/standardized_masks/g1020/image_2125.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2139,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2139.png,data/processed/standardized_masks/g1020/image_2139.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_214,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_214.png,data/processed/standardized_masks/g1020/image_214.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2140,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2140.png,data/processed/standardized_masks/g1020/image_2140.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2141,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2141.png,data/processed/standardized_masks/g1020/image_2141.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2142,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2142.png,data/processed/standardized_masks/g1020/image_2142.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_2143,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2143.png,data/processed/standardized_masks/g1020/image_2143.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_2144,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_2144.png,data/processed/standardized_masks/g1020/image_2144.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
