relative_path,file_name,extension,size_mb,artifact_type,modified_time
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET175OS_cup_exp1.txt,RET175OS_cup_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET176OD_disc_exp1.txt,RET176OD_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET177OD_disc_exp1.txt,RET177OD_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET178OS_disc_exp1.txt,RET178OS_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET190OS_cup_exp1.txt,RET190OS_cup_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET192OS_cup_exp1.txt,RET192OS_cup_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET195OS_disc_exp1.txt,RET195OS_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET195OS_disc_exp2.txt,RET195OS_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET201OS_cup_exp1.txt,RET201OS_cup_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET202OD_cup_exp1.txt,RET202OD_cup_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET204OD_cup_exp1.txt,RET204OD_cup_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET207OS_cup_exp1.txt,RET207OS_cup_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET212OD_disc_exp2.txt,RET212OD_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET216OD_disc_exp2.txt,RET216OD_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET222OD_disc_exp2.txt,RET222OD_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET227OD_disc_exp1.txt,RET227OD_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET233OS_disc_exp1.txt,RET233OS_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET235OS_disc_exp2.txt,RET235OS_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET237OD_disc_exp1.txt,RET237OD_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET248OD_disc_exp1.txt,RET248OD_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET251OD_disc_exp1.txt,RET251OD_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET252OD_disc_exp1.txt,RET252OD_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET256OS_disc_exp1.txt,RET256OS_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET261OD_disc_exp1.txt,RET261OD_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET261OS_disc_exp1.txt,RET261OS_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET264OS_disc_exp2.txt,RET264OS_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET265OD_cup_exp1.txt,RET265OD_cup_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET265OD_cup_exp2.txt,RET265OD_cup_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET269OD_disc_exp2.txt,RET269OD_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET269OS_disc_exp1.txt,RET269OS_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET270OD_disc_exp2.txt,RET270OD_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET271OS_disc_exp1.txt,RET271OS_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET272OS_disc_exp2.txt,RET272OS_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET273OS_disc_exp1.txt,RET273OS_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET274OS_cup_exp1.txt,RET274OS_cup_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET283OD_disc_exp1.txt,RET283OD_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET283OD_disc_exp2.txt,RET283OD_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET284OS_cup_exp1.txt,RET284OS_cup_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET284OS_disc_exp2.txt,RET284OS_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET285OD_disc_exp2.txt,RET285OD_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET285OS_disc_exp2.txt,RET285OS_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET289OD_disc_exp2.txt,RET289OD_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET291OS_disc_exp1.txt,RET291OS_disc_exp1.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET293OD_disc_exp2.txt,RET293OD_disc_exp2.txt,.txt,0.000629,metadata_or_annotation,2026-06-04T11:13:12
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET005OS_cup_exp1.txt,RET005OS_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET010OS_cup_exp1.txt,RET010OS_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET013OS_cup_exp2.txt,RET013OS_cup_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET023OD_cup_exp1.txt,RET023OD_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET023OD_disc_exp1.txt,RET023OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET023OS_cup_exp1.txt,RET023OS_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET024OS_disc_exp1.txt,RET024OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET026OD_disc_exp1.txt,RET026OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET026OS_disc_exp1.txt,RET026OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET028OD_cup_exp2.txt,RET028OD_cup_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET029OD_disc_exp1.txt,RET029OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET030OD_disc_exp1.txt,RET030OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET033OS_disc_exp1.txt,RET033OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET034OD_disc_exp1.txt,RET034OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET039OD_disc_exp1.txt,RET039OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET048OS_cup_exp2.txt,RET048OS_cup_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET050OD_disc_exp1.txt,RET050OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET055OS_disc_exp1.txt,RET055OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET057OD_cup_exp2.txt,RET057OD_cup_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET065OD_cup_exp2.txt,RET065OD_cup_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET065OS_disc_exp1.txt,RET065OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET069OD_disc_exp2.txt,RET069OD_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET081OD_cup_exp1.txt,RET081OD_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET081OS_cup_exp2.txt,RET081OS_cup_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET081OS_disc_exp1.txt,RET081OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET087OD_cup_exp1.txt,RET087OD_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET087OS_cup_exp1.txt,RET087OS_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET088OD_disc_exp2.txt,RET088OD_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET091OD_disc_exp2.txt,RET091OD_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET092OD_cup_exp1.txt,RET092OD_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET092OS_cup_exp1.txt,RET092OS_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET093OD_disc_exp2.txt,RET093OD_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET093OS_disc_exp1.txt,RET093OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET093OS_disc_exp2.txt,RET093OS_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET098OD_cup_exp1.txt,RET098OD_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET102OS_cup_exp1.txt,RET102OS_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET102OS_disc_exp1.txt,RET102OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET107OS_disc_exp2.txt,RET107OS_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET108OD_disc_exp1.txt,RET108OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET112OD_disc_exp2.txt,RET112OD_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET114OS_disc_exp1.txt,RET114OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET119OD_cup_exp1.txt,RET119OD_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET123OD_disc_exp1.txt,RET123OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET124OD_disc_exp1.txt,RET124OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET129OD_disc_exp2.txt,RET129OD_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET129OS_cup_exp1.txt,RET129OS_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET131OS_disc_exp2.txt,RET131OS_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET132OD_cup_exp1.txt,RET132OD_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET132OS_cup_exp1.txt,RET132OS_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:10
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET149OS_disc_exp1.txt,RET149OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET149OS_disc_exp2.txt,RET149OS_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET150OD_disc_exp2.txt,RET150OD_disc_exp2.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET151OS_cup_exp1.txt,RET151OS_cup_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET153OD_disc_exp1.txt,RET153OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET156OS_disc_exp1.txt,RET156OS_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:11
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours/RET157OD_disc_exp1.txt,RET157OD_disc_exp1.txt,.txt,0.000598,metadata_or_annotation,2026-06-04T11:13:11
