relative_path,file_name,extension,size_mb,artifact_type,modified_time
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/147.mat,147.mat,.mat,0.024757,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/443.mat,443.mat,.mat,0.024757,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/503.mat,503.mat,.mat,0.024757,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/247.mat,247.mat,.mat,0.024755,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/029.mat,029.mat,.mat,0.024751,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/022.mat,022.mat,.mat,0.024741,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/396.mat,396.mat,.mat,0.024737,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/407.mat,407.mat,.mat,0.024737,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/558.mat,558.mat,.mat,0.024736,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/080.mat,080.mat,.mat,0.024732,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/241.mat,241.mat,.mat,0.024731,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/648.mat,648.mat,.mat,0.02473,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/300.mat,300.mat,.mat,0.024727,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/048.mat,048.mat,.mat,0.024721,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/149.mat,149.mat,.mat,0.024716,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/590.mat,590.mat,.mat,0.024716,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/129.mat,129.mat,.mat,0.024715,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/007.mat,007.mat,.mat,0.024714,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/351.mat,351.mat,.mat,0.024703,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/533.mat,533.mat,.mat,0.024702,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/210.mat,210.mat,.mat,0.024699,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/483.mat,483.mat,.mat,0.024695,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/545.mat,545.mat,.mat,0.024695,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/453.mat,453.mat,.mat,0.024694,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/466.mat,466.mat,.mat,0.024692,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/574.mat,574.mat,.mat,0.024691,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/291.mat,291.mat,.mat,0.024686,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/432.mat,432.mat,.mat,0.024686,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/116.mat,116.mat,.mat,0.024681,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/358.mat,358.mat,.mat,0.024678,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/482.mat,482.mat,.mat,0.024678,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/565.mat,565.mat,.mat,0.024678,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/146.mat,146.mat,.mat,0.024676,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/306.mat,306.mat,.mat,0.024676,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/279.mat,279.mat,.mat,0.024674,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/198.mat,198.mat,.mat,0.024673,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/553.mat,553.mat,.mat,0.024671,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/245.mat,245.mat,.mat,0.024668,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/502.mat,502.mat,.mat,0.024668,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/310.mat,310.mat,.mat,0.024666,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/099.mat,099.mat,.mat,0.024665,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/366.mat,366.mat,.mat,0.024664,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/072.mat,072.mat,.mat,0.024662,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/125.mat,125.mat,.mat,0.024661,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/169.mat,169.mat,.mat,0.024661,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/421.mat,421.mat,.mat,0.024657,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/288.mat,288.mat,.mat,0.024656,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/606.mat,606.mat,.mat,0.024656,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/056.mat,056.mat,.mat,0.024651,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/416.mat,416.mat,.mat,0.024651,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/481.mat,481.mat,.mat,0.024651,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/178.mat,178.mat,.mat,0.024649,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/070.mat,070.mat,.mat,0.024646,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/638.mat,638.mat,.mat,0.024644,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/223.mat,223.mat,.mat,0.024642,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/217.mat,217.mat,.mat,0.02464,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/165.mat,165.mat,.mat,0.024638,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/296.mat,296.mat,.mat,0.024636,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/213.mat,213.mat,.mat,0.024633,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/551.mat,551.mat,.mat,0.024633,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/621.mat,621.mat,.mat,0.024633,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/233.mat,233.mat,.mat,0.024628,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/572.mat,572.mat,.mat,0.024622,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/395.mat,395.mat,.mat,0.024621,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/362.mat,362.mat,.mat,0.02462,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/231.mat,231.mat,.mat,0.024618,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/577.mat,577.mat,.mat,0.024618,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/335.mat,335.mat,.mat,0.024616,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/016.mat,016.mat,.mat,0.024605,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/184.mat,184.mat,.mat,0.024605,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/417.mat,417.mat,.mat,0.024595,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/179.mat,179.mat,.mat,0.024593,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/258.mat,258.mat,.mat,0.02459,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/370.mat,370.mat,.mat,0.02459,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/374.mat,374.mat,.mat,0.024589,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/083.mat,083.mat,.mat,0.024588,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/009.mat,009.mat,.mat,0.024586,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/126.mat,126.mat,.mat,0.024586,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/332.mat,332.mat,.mat,0.024585,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/079.mat,079.mat,.mat,0.024584,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/305.mat,305.mat,.mat,0.024584,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/392.mat,392.mat,.mat,0.024584,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/548.mat,548.mat,.mat,0.024583,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/317.mat,317.mat,.mat,0.024579,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/442.mat,442.mat,.mat,0.024579,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/604.mat,604.mat,.mat,0.024579,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/444.mat,444.mat,.mat,0.024574,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/037.mat,037.mat,.mat,0.024573,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/456.mat,456.mat,.mat,0.024573,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/500.mat,500.mat,.mat,0.024571,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/397.mat,397.mat,.mat,0.02457,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/087.mat,087.mat,.mat,0.024568,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/647.mat,647.mat,.mat,0.024568,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/440.mat,440.mat,.mat,0.024566,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/359.mat,359.mat,.mat,0.024562,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/515.mat,515.mat,.mat,0.024561,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/639.mat,639.mat,.mat,0.02456,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/200.mat,200.mat,.mat,0.024557,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/343.mat,343.mat,.mat,0.024557,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/582.mat,582.mat,.mat,0.024553,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/318.mat,318.mat,.mat,0.024552,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/234.mat,234.mat,.mat,0.024551,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/183.mat,183.mat,.mat,0.024547,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/454.mat,454.mat,.mat,0.024546,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/424.mat,424.mat,.mat,0.024542,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/062.mat,062.mat,.mat,0.024539,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/303.mat,303.mat,.mat,0.024539,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/271.mat,271.mat,.mat,0.024533,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/611.mat,611.mat,.mat,0.024533,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/222.mat,222.mat,.mat,0.024532,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/462.mat,462.mat,.mat,0.024532,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/381.mat,381.mat,.mat,0.024531,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/134.mat,134.mat,.mat,0.024529,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/338.mat,338.mat,.mat,0.024528,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/561.mat,561.mat,.mat,0.024526,metadata_or_annotation,2026-06-04T11:13:09
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/281.mat,281.mat,.mat,0.024525,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/027.mat,027.mat,.mat,0.024518,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/461.mat,461.mat,.mat,0.024518,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/246.mat,246.mat,.mat,0.02451,metadata_or_annotation,2026-06-04T11:13:08
extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations/341.mat,341.mat,.mat,0.024508,metadata_or_annotation,2026-06-04T11:13:08
