source_dataset,official_split,file_id,raw_mask_path,standardized_mask_path,raw_mask_unique_values,standardized_mask_unique_values,standardization_status
REFUGE,train,n0199,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0199.png,data/processed/standardized_masks/refuge/train_n0199.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0200,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0200.png,data/processed/standardized_masks/refuge/train_n0200.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0201,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0201.png,data/processed/standardized_masks/refuge/train_n0201.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0202,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0202.png,data/processed/standardized_masks/refuge/train_n0202.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0203,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0203.png,data/processed/standardized_masks/refuge/train_n0203.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0204,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0204.png,data/processed/standardized_masks/refuge/train_n0204.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0205,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0205.png,data/processed/standardized_masks/refuge/train_n0205.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0206,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0206.png,data/processed/standardized_masks/refuge/train_n0206.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0207,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0207.png,data/processed/standardized_masks/refuge/train_n0207.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0208,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0208.png,data/processed/standardized_masks/refuge/train_n0208.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0209,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0209.png,data/processed/standardized_masks/refuge/train_n0209.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0210,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0210.png,data/processed/standardized_masks/refuge/train_n0210.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0211,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0211.png,data/processed/standardized_masks/refuge/train_n0211.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0212,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0212.png,data/processed/standardized_masks/refuge/train_n0212.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0213,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0213.png,data/processed/standardized_masks/refuge/train_n0213.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0214,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0214.png,data/processed/standardized_masks/refuge/train_n0214.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0215,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0215.png,data/processed/standardized_masks/refuge/train_n0215.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0216,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0216.png,data/processed/standardized_masks/refuge/train_n0216.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0217,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0217.png,data/processed/standardized_masks/refuge/train_n0217.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0218,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0218.png,data/processed/standardized_masks/refuge/train_n0218.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0219,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0219.png,data/processed/standardized_masks/refuge/train_n0219.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0220,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0220.png,data/processed/standardized_masks/refuge/train_n0220.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0221,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0221.png,data/processed/standardized_masks/refuge/train_n0221.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0222,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0222.png,data/processed/standardized_masks/refuge/train_n0222.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0223,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0223.png,data/processed/standardized_masks/refuge/train_n0223.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0224,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0224.png,data/processed/standardized_masks/refuge/train_n0224.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0225,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0225.png,data/processed/standardized_masks/refuge/train_n0225.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0226,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0226.png,data/processed/standardized_masks/refuge/train_n0226.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0227,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0227.png,data/processed/standardized_masks/refuge/train_n0227.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0228,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0228.png,data/processed/standardized_masks/refuge/train_n0228.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0229,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0229.png,data/processed/standardized_masks/refuge/train_n0229.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0230,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0230.png,data/processed/standardized_masks/refuge/train_n0230.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0231,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0231.png,data/processed/standardized_masks/refuge/train_n0231.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0232,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0232.png,data/processed/standardized_masks/refuge/train_n0232.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0233,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0233.png,data/processed/standardized_masks/refuge/train_n0233.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0234,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0234.png,data/processed/standardized_masks/refuge/train_n0234.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0235,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0235.png,data/processed/standardized_masks/refuge/train_n0235.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0236,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0236.png,data/processed/standardized_masks/refuge/train_n0236.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0237,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0237.png,data/processed/standardized_masks/refuge/train_n0237.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0238,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0238.png,data/processed/standardized_masks/refuge/train_n0238.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0239,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0239.png,data/processed/standardized_masks/refuge/train_n0239.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0240,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0240.png,data/processed/standardized_masks/refuge/train_n0240.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0241,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0241.png,data/processed/standardized_masks/refuge/train_n0241.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0242,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0242.png,data/processed/standardized_masks/refuge/train_n0242.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0243,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0243.png,data/processed/standardized_masks/refuge/train_n0243.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0244,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0244.png,data/processed/standardized_masks/refuge/train_n0244.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0245,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0245.png,data/processed/standardized_masks/refuge/train_n0245.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0246,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0246.png,data/processed/standardized_masks/refuge/train_n0246.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0247,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0247.png,data/processed/standardized_masks/refuge/train_n0247.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0248,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0248.png,data/processed/standardized_masks/refuge/train_n0248.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0249,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0249.png,data/processed/standardized_masks/refuge/train_n0249.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0250,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0250.png,data/processed/standardized_masks/refuge/train_n0250.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0251,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0251.png,data/processed/standardized_masks/refuge/train_n0251.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0252,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0252.png,data/processed/standardized_masks/refuge/train_n0252.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0253,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0253.png,data/processed/standardized_masks/refuge/train_n0253.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0254,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0254.png,data/processed/standardized_masks/refuge/train_n0254.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0255,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0255.png,data/processed/standardized_masks/refuge/train_n0255.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0256,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0256.png,data/processed/standardized_masks/refuge/train_n0256.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0257,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0257.png,data/processed/standardized_masks/refuge/train_n0257.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0258,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0258.png,data/processed/standardized_masks/refuge/train_n0258.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0259,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0259.png,data/processed/standardized_masks/refuge/train_n0259.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0260,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0260.png,data/processed/standardized_masks/refuge/train_n0260.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0261,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0261.png,data/processed/standardized_masks/refuge/train_n0261.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0262,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0262.png,data/processed/standardized_masks/refuge/train_n0262.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0263,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0263.png,data/processed/standardized_masks/refuge/train_n0263.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0264,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0264.png,data/processed/standardized_masks/refuge/train_n0264.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0265,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0265.png,data/processed/standardized_masks/refuge/train_n0265.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0266,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0266.png,data/processed/standardized_masks/refuge/train_n0266.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0267,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0267.png,data/processed/standardized_masks/refuge/train_n0267.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0268,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0268.png,data/processed/standardized_masks/refuge/train_n0268.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0269,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0269.png,data/processed/standardized_masks/refuge/train_n0269.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0270,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0270.png,data/processed/standardized_masks/refuge/train_n0270.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0271,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0271.png,data/processed/standardized_masks/refuge/train_n0271.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0272,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0272.png,data/processed/standardized_masks/refuge/train_n0272.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0273,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0273.png,data/processed/standardized_masks/refuge/train_n0273.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0274,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0274.png,data/processed/standardized_masks/refuge/train_n0274.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0275,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0275.png,data/processed/standardized_masks/refuge/train_n0275.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0276,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0276.png,data/processed/standardized_masks/refuge/train_n0276.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0277,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0277.png,data/processed/standardized_masks/refuge/train_n0277.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0278,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0278.png,data/processed/standardized_masks/refuge/train_n0278.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0279,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0279.png,data/processed/standardized_masks/refuge/train_n0279.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0280,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0280.png,data/processed/standardized_masks/refuge/train_n0280.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0281,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0281.png,data/processed/standardized_masks/refuge/train_n0281.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0282,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0282.png,data/processed/standardized_masks/refuge/train_n0282.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0283,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0283.png,data/processed/standardized_masks/refuge/train_n0283.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0284,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0284.png,data/processed/standardized_masks/refuge/train_n0284.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0285,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0285.png,data/processed/standardized_masks/refuge/train_n0285.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0286,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0286.png,data/processed/standardized_masks/refuge/train_n0286.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0287,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0287.png,data/processed/standardized_masks/refuge/train_n0287.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0288,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0288.png,data/processed/standardized_masks/refuge/train_n0288.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0289,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0289.png,data/processed/standardized_masks/refuge/train_n0289.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0290,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0290.png,data/processed/standardized_masks/refuge/train_n0290.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0291,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0291.png,data/processed/standardized_masks/refuge/train_n0291.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0292,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0292.png,data/processed/standardized_masks/refuge/train_n0292.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0293,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0293.png,data/processed/standardized_masks/refuge/train_n0293.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0294,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0294.png,data/processed/standardized_masks/refuge/train_n0294.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0295,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0295.png,data/processed/standardized_masks/refuge/train_n0295.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0296,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0296.png,data/processed/standardized_masks/refuge/train_n0296.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0297,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0297.png,data/processed/standardized_masks/refuge/train_n0297.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0298,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0298.png,data/processed/standardized_masks/refuge/train_n0298.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0299,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0299.png,data/processed/standardized_masks/refuge/train_n0299.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0300,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0300.png,data/processed/standardized_masks/refuge/train_n0300.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0301,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0301.png,data/processed/standardized_masks/refuge/train_n0301.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0302,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0302.png,data/processed/standardized_masks/refuge/train_n0302.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0303,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0303.png,data/processed/standardized_masks/refuge/train_n0303.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0304,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0304.png,data/processed/standardized_masks/refuge/train_n0304.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0305,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0305.png,data/processed/standardized_masks/refuge/train_n0305.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0306,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0306.png,data/processed/standardized_masks/refuge/train_n0306.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0307,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0307.png,data/processed/standardized_masks/refuge/train_n0307.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0308,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0308.png,data/processed/standardized_masks/refuge/train_n0308.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0309,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0309.png,data/processed/standardized_masks/refuge/train_n0309.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0310,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0310.png,data/processed/standardized_masks/refuge/train_n0310.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0311,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0311.png,data/processed/standardized_masks/refuge/train_n0311.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0312,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0312.png,data/processed/standardized_masks/refuge/train_n0312.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0313,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0313.png,data/processed/standardized_masks/refuge/train_n0313.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0314,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0314.png,data/processed/standardized_masks/refuge/train_n0314.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0315,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0315.png,data/processed/standardized_masks/refuge/train_n0315.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0316,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0316.png,data/processed/standardized_masks/refuge/train_n0316.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0317,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0317.png,data/processed/standardized_masks/refuge/train_n0317.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0318,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0318.png,data/processed/standardized_masks/refuge/train_n0318.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0319,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0319.png,data/processed/standardized_masks/refuge/train_n0319.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0320,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0320.png,data/processed/standardized_masks/refuge/train_n0320.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0321,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0321.png,data/processed/standardized_masks/refuge/train_n0321.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0322,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0322.png,data/processed/standardized_masks/refuge/train_n0322.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0323,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0323.png,data/processed/standardized_masks/refuge/train_n0323.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
REFUGE,train,n0324,data/external/kaggle/glaucoma_fundus_imaging_bundle/REFUGE/train/Masks/n0324.png,data/processed/standardized_masks/refuge/train_n0324.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
